SYMBOL	foldChange
SLC22A15	0.086659734
CNDP1	0.065173327
LEP	-0.132995785
ATP2B4	-0.053404086
MRPL35	-0.03388602
TTC6	0.104838707
FCHSD1	-0.067761009
MYH6	0.119809412
ZNF318	0.062782078
SLC12A3	0.064071626
JAK3	0.098611602
CDYL	0.037177774
EPHA2	0.105334758
PLSCR3	0.063336333
GABRA6	-0.067931573
PREX1	0.075730856
PIP5K1A	0.049789186
C15orf32	-0.05134569
ASH2L	0.051667222
PCDHGA1	-0.093097062
TMF1	0.048271708
PAX5	-0.102636085
OR11H6	-0.072293927
GTF3C1	-0.055034385
BBC3	-0.060824945
MFHAS1	-0.062514096
FBXO25	-0.063996677
UBC	-0.054468424
PIGL	0.084281226
HAPLN1	-0.17440901
TAS2R14	0.068442442
ASCL1	-0.180210608
SPINT1	0.104414351
COPE	-0.045599849
KCTD8	0.071361247
C17orf78	0.072901878
C1QTNF2	0.135257354
ADAMTS7	-0.06745106
SPDEF	-0.070590764
MRPL43	-0.043615801
ITGBL1	-0.14380629
TRPM3	-0.060448335
SPATA12	-0.094860596
ALPI	0.045106016
AP4M1	-0.042392833
NOX3	0.083112246
KRAS	-0.050706017
MCM4	0.062435793
FKBP2	-0.056015225
GNA11	0.050427538
GCK	0.127071054
NELL2	0.113216093
CXXC4	-0.139590853
KLK11	0.047306878
NFE2L1	-0.040206626
HOXA2	0.099428737
TSGA10IP	0.103207057
OR10H4	0.059684601
PSMB5	0.050370557
GNPDA2	0.048275476
ZFP37	0.065597318
COX6A1	0.042310016
EMX2	-0.175679091
OR4A47	0.052059594
KCNQ5	-0.126730125
STX8	-0.083691704
CIDEB	-0.073631189
PIK3R1	0.056168981
ATRNL1	-0.109744492
NR1I2	0.075042599
INCA1	-0.061688618
HOXC8	0.09023778
ULK3	0.043400689
VPS13B	-0.052829336
SUV39H1	-0.057906145
COL5A1	-0.087865401
CORO6	0.09899052
PFN4	-0.07214661
ZNF311	-0.095110252
ACTN3	0.11407861
PRMT6	-0.044314016
TXNRD2	-0.051304758
EGR1	0.108469028
CKS1B	0.063344919
FEN1	0.054382413
SH3GLB2	0.05824492
THAP11	0.037755941
IPP	0.04483768
WFDC11	-0.058351532
CSNK1D	0.034188338
BMP4	-0.092726472
ISLR2	-0.115649886
DDOST	0.038868162
CYP20A1	0.047480647
RPS2	-0.052801911
DCLRE1C	0.047656611
STRN4	-0.035534939
LEPR	-0.098250943
DUSP15	0.131869251
NCOA2	0.062566595
DERL3	0.09628017
GLRA2	0.036197417
PDE4DIP	0.057232067
WDFY1	-0.046950586
DDT	0.064529692
BCL2L10	0.112326446
CEP164	0.0454324
CD207	-0.122082485
WDFY3	-0.036904018
MAGEA9	-0.074945797
PRAP1	0.102431783
LMX1B	0.139662839
IL1RN	-0.114623262
PI15	-0.180006751
GJB6	0.134067394
GPR1	0.125245412
CHST12	-0.055816958
OR2G3	-0.076609173
FRAS1	-0.13433392
C3orf56	-0.028799408
OR2AK2	0.016522003
TIMM50	-0.03916165
OR2L3	0.043874303
GMEB1	-0.038474171
HTR5A	-0.031519012
TIPRL	0.03777347
ADARB2	-0.04758471
FGD3	-0.105174373
ZNF561	0.042734583
CHRNE	0.089810295
ACVR2A	0.057292037
DCXR	-0.052696668
TEC	-0.077456097
CAPS2	-0.0719539
CHST10	-0.056742674
IL27	-0.103449486
ABCC1	-0.041747105
SPRR2A	0.046097275
SYT16	-0.093085627
PTDSS2	-0.049547048
C4B	-0.097684996
SPRR2F	0.07528516
P2RY12	-0.100922218
ADIPOQ	-0.107938548
RTP3	0.093639526
NT5E	-0.098658477
HLCS	-0.049471456
B4GALT1	0.062801557
PLA2G10	-0.102710408
MT2A	-0.085473381
SKI	0.052426282
CNDP2	-0.061114407
ACOT11	0.071203287
RPA4	-0.103320253
CHPT1	0.050183646
ABLIM2	0.106875523
SSBP2	-0.074916885
PAQR6	0.079495948
CHRNA7	0.097386324
CADPS2	-0.084829857
HSD17B4	-0.039966496
RREB1	-0.040773881
SLC6A8	-0.061934198
UPP2	0.098466029
OPN1MW	0.015026531
EPS8L2	-0.104115793
SCGB3A2	-0.181513619
SYCN	-0.060800471
APOA4	0.053692663
ZNF74	0.047265565
MRAS	0.058387072
CAMK2D	0.043298197
NDUFB5	0.038427034
SRXN1	0.089153563
SERPINB3	-0.107026924
C6orf163	0.077577979
PUS3	-0.047935695
TESK2	-0.053775629
IFT80	0.042201822
SLC4A11	0.08400241
PCDHA3	0.095280206
ASB17	-0.071690122
LCN10	0.033413243
SERINC2	-0.096952426
SPRR2G	0.09305607
DCPS	-0.047622517
ERCC3	0.037293111
ZNF426	0.042317098
CPSF2	-0.036045253
ADAMTS13	0.081784948
FOXC2	0.101277174
ODF4	0.06650054
OR2L13	-0.037029188
CAPS	0.074371009
ARMC6	0.044256769
MOS	0.055231519
COX5B	-0.049068667
DSG2	-0.210732504
OR2T10	0.027364984
MAP3K7	-0.041091481
ST6GALNAC1	-0.073390601
TSSK4	-0.074360229
RGS14	-0.058843659
SLC44A3	-0.068804354
CDC27	0.032072055
GPR12	-0.063201575
CAMK2G	0.038510933
SLC25A12	0.052927474
KIF9	-0.05180159
PHKG2	-0.043995406
GPR4	-0.072554234
FAM71A	0.046221422
ABCF1	-0.041032517
ZNF442	0.073124642
RAB11FIP2	0.045717845
RGS12	-0.042883407
ATP13A1	0.041025996
MAFK	0.055140078
SCGB2A2	-0.084603298
OR2T3	0.034043631
SSBP3	0.041468234
TRUB2	0.043772906
ITGB1BP1	-0.04838946
CYP1A2	0.087400244
TAAR5	0.043761683
COPS3	-0.06875393
KRT20	0.050925543
HYLS1	0.053708266
FXYD4	0.054385618
RNF169	-0.057929084
PITPNC1	-0.053912676
SLC25A24	0.042846072
TTTY19	-0.021925508
ANKS1B	0.092080493
MYT1L	0.065102106
ING4	0.044116485
CPVL	0.090468471
PPM1B	0.033957118
GLYATL1	0.05704631
SRPRB	0.048309797
CCT5	-0.044346514
NEK8	0.057233502
YAF2	0.046961361
MAPRE3	-0.051892174
SCN3A	0.083294012
WWOX	0.051627087
YARS2	-0.047318837
ARMC2	0.051476695
MGAT5	0.039258582
POLR3C	-0.042898855
OR4K17	0.037737516
TPTE2	-0.095850684
KRTAP2.4	0.023807361
TNFAIP8L1	-0.04905991
ZNF326	0.040510123
OR6C3	-0.047572141
TWSG1	-0.047506422
SSTR4	-0.15132597
SND1	-0.04028521
ANAPC13	0.040386825
RIOK2	0.040922077
SPO11	0.035896064
NCKAP1	-0.045126758
VPS11	-0.034553261
MT1E	-0.100511501
NDUFA10	0.042085354
STRN3	0.047521958
CCK	0.212830763
RAB3GAP1	-0.039999519
OR2B3	0.060263816
CLDN10	-0.116316579
SCO1	-0.0645121
MCEMP1	-0.093928862
CCNB3	0.112661885
PRRT3	0.058742139
SERPINA10	-0.043626738
CPZ	0.148325337
CHRNA10	-0.07096128
EPC1	0.040064815
MOGAT1	0.07734845
PLA2G2F	0.031002467
MYO6	0.08080319
SLC25A16	0.03710345
BPI	-0.099091416
SNRPD3	-0.041560318
BCAN	0.089691854
MTMR8	0.095556325
TNFSF12.TNFSF13	-0.045833539
SLC43A1	-0.074549421
ZNF565	-0.055215253
FUT2	0.062820814
COX7A1	-0.115103148
FGF23	-0.095980987
SLC22A9	0.081998024
DGCR8	-0.034539657
CYP3A7	0.037504829
RBBP9	-0.043847965
AGPAT1	0.04015645
LYZL6	-0.059885661
CGNL1	-0.077909459
MCF2L	-0.08909664
RPS6KA3	0.045478898
FOXE3	0.111069747
PYY2	-0.090841587
AKT1	0.039467699
ZZEF1	-0.038202874
PPP1R3A	-0.113170895
CDC34	0.044692037
KIF5C	-0.090916815
CAP2	-0.171512154
MADD	0.033480947
STX1A	-0.060174577
IL4	0.101571457
CYP4F11	-0.087008262
CTBS	-0.054504557
CLGN	0.160957942
TTLL6	0.083477007
CAPZA3	0.016221299
DEFB129	-0.055863091
DSG4	0.069272979
PFKFB1	0.107995852
DCTN1	0.031879029
HBG1	-0.056406642
COX11	0.034618447
ZBED4	-0.042437105
YPEL2	-0.051171655
HMG20A	-0.040759214
TLL2	0.077526102
GRB14	0.100577461
ITGAE	0.06391171
F3	-0.091128608
ZNF19	-0.050136469
ETV7	-0.091254588
PDPR	0.044619095
ARMCX3	-0.036710293
ZNF189	0.033256194
KNG1	0.068745489
LUZP1	-0.037440829
ADH6	0.060974221
CDKAL1	-0.038098262
PPP2R5B	0.040781715
OTUB2	-0.063618946
DHX33	-0.046173289
STIP1	-0.039140468
SETD3	0.039358777
MLLT11	0.092355512
CEACAM3	0.061384338
UTRN	0.048851785
VN1R2	-0.028171411
GOT1L1	0.033874052
ANKRD39	-0.051097677
GATM	0.074769776
DSTN	-0.048546449
MIXL1	0.1043997
CAPNS2	0.063741479
PAPOLG	0.031858462
ZNF70	0.04504959
PLEKHG5	0.049689295
HHIP	-0.136590241
SLC9A3	0.123073934
ANGPTL6	-0.089023486
NOSTRIN	-0.051822741
ZNF500	-0.038886442
BSG	0.041495272
RGS11	0.125338312
MAGEB6B	-0.016752704
RFFL	-0.039678653
BMP10	-0.045183473
ZNF557	-0.046325287
HOXD3	0.065595104
IL17C	0.065645452
RHOT1	0.033517655
LITAF	-0.054595753
PTPRR	-0.09252117
RUNDC1	0.033464175
PCDHB8	0.132565813
ZAN	0.059665797
LRP2	0.076604729
BSDC1	-0.031840749
BCAS3	0.047700549
SORBS3	-0.041860299
KRT10	0.048184737
HES5	0.125005734
EIF2B5	-0.034890551
SNTG1	0.093086801
RNF34	-0.032458355
TNP2	-0.037511152
TEX14	0.071433489
PTP4A2	-0.031746959
DKK2	-0.116398298
ZNF287	-0.079252236
CAMK1D	-0.053529702
CLEC2L	-0.1479278
LRRC36	0.092461231
LAMA3	0.133322346
C15orf48	0.1098227
WFIKKN2	0.138750588
C17orf77	0.032705661
DUSP1	-0.089670359
MOGAT2	0.027768445
PRX	-0.060883697
TSTA3	0.044480454
HRC	0.18199851
ISOC2	-0.046738442
FUBP1	0.035470335
NGFR	0.117212266
TAS1R2	0.012045425
TIMP3	0.099413296
PCDHAC2	0.048344124
PRKCE	-0.051777594
AADAT	0.068229768
TTLL9	0.070818063
MTMR1	-0.058000246
C5orf15	-0.042133004
FEZ1	0.087654419
CDKN1A	-0.061047574
RNF24	-0.050301816
ZAR1	0.11611222
TXNDC8	0.034790989
SLC30A6	0.028708369
DICER1	0.042796965
ADAM5	0.054940876
ZNRF1	-0.048290442
DAPK1	-0.066968261
MAGEE2	0.081645951
OR4F4	-0.026199995
CYP7A1	-0.03482835
ZNF521	-0.093261773
APOL4	-0.112666503
HCG22	0.142926742
APOA2	-0.054035415
CNN1	-0.12043748
PABPC5	0.123109511
SERPINB2	-0.088511445
REG1B	-0.132669811
TEKT1	-0.072641158
ATP2A1	0.107627405
CLN6	-0.040883955
CEP76	0.037512497
C5	-0.068633566
GREM1	-0.13699403
CBLN2	-0.181970068
KIAA1143	0.033133286
ZSCAN1	0.092165908
KBTBD4	-0.044616679
PPP2R5A	-0.040630929
PSPN	-0.054292747
LILRA4	-0.067151516
BDH2	-0.045713203
ASB4	-0.088009529
FAM92B	-0.068648825
IL11RA	0.084508531
TGM6	-0.053892118
PKP2	0.089817836
FBXL14	-0.048470994
GGT6	0.046427734
SLC39A4	-0.077820599
TFCP2	0.035359677
BCL6	0.050078447
GPT	0.079387767
DNASE1L2	-0.082689129
MLXIP	-0.033329384
APOL5	-0.084327638
GOLGA2	0.042417018
OR6N2	-0.014465288
TAAR9	-0.034228491
SFRP1	-0.134654429
CCDC66	-0.047769598
C9orf78	-0.036084554
CD47	0.04427474
RABEPK	0.038256522
MPI	0.039668261
RPS29	-0.048832313
MN1	-0.10897721
SEC14L2	0.075195949
LAMB1	0.060761122
ST3GAL1	0.052923829
MED8	0.035638065
HES7	0.120288067
KCNK17	-0.166912588
SLC5A5	-0.072704937
FURIN	-0.046544775
UBL4B	0.098835056
KLF10	-0.045458276
NMS	-0.03892202
FUT8	-0.061223461
DUSP2	0.083317148
ZNF541	0.09026332
TRIM35	0.034415101
TRIP11	0.044977588
GJA10	0.049972162
HCN4	0.076170411
SLC7A14	0.040470452
DOK5	0.089152773
KIF2B	-0.054494193
ETFDH	0.041048715
ZNF433	-0.054142497
OR2AT4	-0.043291192
MRPL18	-0.038069434
NBPF11	0.050554869
PRL	0.209771086
EPB41L1	0.050465069
ADAM21	0.091984766
ALG6	-0.046317662
FNBP1L	-0.049530101
ZBTB5	0.044900776
TMEM44	-0.051714984
LENEP	0.099635941
SHC2	0.078290576
OR4C13	-0.035069376
OR10G2	0.038870462
PSG4	0.031156261
CSF3	-0.037095257
OR9G4	-0.029802134
FBXW7	0.046941314
FPGS	0.036773843
ATP8B1	-0.053805762
EVL	-0.051314578
TRPM1	0.05129856
LYZL4	-0.045469813
ADAMTSL2	-0.072128226
SYCP3	-0.074026796
DNAJA4	0.064712084
TCAP	0.12563815
SLC2A2	0.020348259
CHRND	-0.121154101
VLDLR	0.085935473
KRTAP19.1	0.053993636
COL10A1	-0.185207693
HPSE	0.075556805
PAGE4	-0.059186467
LBP	0.158121912
ACBD7	0.097425687
ZC3H7B	-0.037554172
FAM9B	-0.041248541
TRIM3	-0.042195283
PITX1	0.096434656
LMO3	0.14893824
ENC1	0.072150894
STAT6	-0.04306394
WFDC6	0.115433843
TULP1	-0.076129061
RNF182	-0.101416452
ZMYM6	-0.035918651
TRIB3	-0.069766431
TNS4	-0.045881992
TAF1	0.033722018
ZNF544	-0.035199029
RPL12	0.036607433
ZNF532	0.043751481
C6orf52	-0.080895267
LRRC52	0.03657878
JUN	-0.073966795
DKK3	-0.067345611
KLK8	-0.020988122
TPO	0.029349271
DOCK6	-0.04491578
KIAA1614	0.053137951
IQCF2	-0.04244136
PRCC	-0.032810405
ACSM3	-0.067657338
LMO4	0.050827117
PDP2	-0.04698737
TMEM26	0.080538616
BPY2C	0.006947515
C1orf56	-0.04915958
IFNA10	-0.025793886
OR1D4	0.03573743
CFC1	-0.007434593
ZCCHC10	0.025835827
TRHR	0.053548472
KLHDC3	-0.051183962
CBX8	0.051609405
ALDOB	-0.070804526
TNXA	-0.08067946
ZFPM1	0.061933438
VPREB1	-0.041139606
ENTPD5	0.045100784
UCHL3	-0.050342462
NPHP3	0.046339121
BPNT1	0.038967153
DMRT1	0.095843979
AP4S1	0.0466571
JAM3	-0.061096249
KLK13	-0.059227391
KRTAP3.3	0.059379808
NT5C	-0.04707426
OR5H2	0.030749878
HSF2BP	-0.077857752
TRERF1	-0.076533372
MMP24	-0.058699463
SLC10A5	0.072696892
STT3B	0.036250954
ZNF444	-0.037091734
SLC38A4	-0.148301451
FANCG	-0.036168651
TAOK3	0.036040649
FBXL4	0.040962402
MTSS1	-0.077365685
OR5T1	0.018314349
GPLD1	0.069108766
GSTO2	-0.082141619
ZBTB32	-0.071124643
CDH18	0.102141775
TOB1	0.048741746
SALL4	0.080751461
JPH4	0.113401494
KIAA0556	-0.036840767
FGF10	0.098606565
ZNF556	0.106445406
PPP2R1A	-0.031555538
ZNF570	-0.040922325
SERPIND1	-0.077555369
OR10Z1	-0.030873103
PLAC8	0.090056732
P2RY14	0.069305025
RPL29	0.046781919
SIRT5	-0.044890856
TMC1	0.078462388
MTCP1	0.066520277
OR4F5	-0.020714874
JAM2	0.064681866
FOXA1	-0.108451243
ZNF254	-0.04539893
FSTL3	0.079817144
ZNF441	-0.05142314
RIMS2	0.096382704
OR9K2	-0.024754854
CYP4Z2P	-0.05250606
SLC2A7	0.056825898
EPS8L1	0.059618837
PBX1	0.074259786
SAMD10	0.06452159
PLXNA1	-0.046130361
RASSF7	0.067345482
IGF2	0.140695414
PLEKHA2	-0.041966513
OBP2B	-0.069375543
BANP	0.028297383
NLGN4X	-0.097088313
NGRN	-0.046124176
CNGA4	0.054040793
NEXN	-0.075998325
YY2	-0.060810887
LCE2D	-0.029109882
CUL7	-0.053667719
STK31	-0.087465385
DACT1	-0.078738432
OPRK1	0.098453599
ZNF417	0.046558208
RHOBTB2	0.039521826
METAP1	0.031102707
SERPINB4	-0.115093994
SPTBN5	0.062750096
FAM20A	-0.070349156
NPFFR1	-0.055930988
ASB12	-0.100319764
ZNF516	-0.071645258
AKR1C1	0.070558119
LRCH4	-0.042247564
NQO2	0.047301595
LRP12	-0.044594033
ASB10	0.070207469
PRKCZ	0.081135179
LHX1	0.098063192
OR6B1	-0.03827641
RUNX1T1	-0.082701917
MAZ	-0.03706711
SV2C	-0.079145347
XKR7	0.027989957
ACTRT1	-0.052061068
ZNF174	-0.032965999
CDY2B	-0.007030356
CWF19L2	-0.064287108
ZNF579	-0.056385872
DNAJC12	-0.094739061
ABCB11	-0.062564627
CAMKK1	0.059914188
FOXE1	0.074274977
DGKB	0.064357991
PCDHGA4	-0.081660208
SLC1A2	-0.047890062
GMPR2	0.032522853
PPIL3	0.04258346
PCMTD1	0.04328005
PNPLA2	0.036823521
SMARCAL1	-0.038272899
BMPR1B	0.099066297
PNMA5	-0.150150274
RPL30	0.038808242
SERF1B	0.059362214
DOCK10	-0.049278718
HPRT1	-0.040840636
OR2Y1	0.039726751
PEX5	0.039550063
ITGB6	-0.089554802
OS9	0.053794993
GLIS2	-0.049527265
TEDDM1	0.068100108
TMEM18	-0.040416773
TBC1D19	-0.056643479
HOOK3	0.035263712
TRIM52	0.041865741
RNH1	-0.034870827
MRPL1	-0.039721245
SLC26A11	-0.04545633
TAS2R38	0.034151734
ABCC2	0.054139567
ZNF585A	-0.042396339
FAM9C	-0.048602656
IL21	-0.043729546
ZNF184	-0.041399826
PHF20L1	0.04465191
ABCB1	0.100116961
PRKRIP1	-0.032348152
CPXCR1	-0.055826497
TIMD4	-0.124992957
OR2A2	-0.032414585
GPRC5D	0.075949261
HACE1	0.040364331
HTR2C	-0.089307641
UNC13C	0.063304258
ZNF407	0.035775205
NETO1	0.067616361
IL12RB2	0.079541347
RNPEP	0.040442122
CLU	-0.092362882
SLC25A3	-0.028724819
ZCCHC13	0.039070572
SOCS4	0.032052498
ACR	-0.042024468
ESAM	-0.054074461
TUG1	-0.035007933
TRPV6	-0.034129035
ACADS	-0.034577229
MT1G	0.10590568
ACACB	0.040060958
ELOVL2	0.117722753
SLC13A3	-0.109287553
DBN1	0.041442253
ADIPOR1	0.034770747
AMBP	-0.072217089
HDGFL1	-0.068682194
DNM3	0.060214971
ATOH8	0.081586186
ZFP91	0.032696699
RAB1B	-0.021584362
TXNL4A	0.040849329
RAB11FIP3	-0.035528933
CA4	0.089158144
ABHD8	0.04441334
ACTL7B	-0.051633385
MASP1	0.092985935
CPT1C	0.06688005
XPO5	0.048004655
OR52N5	-0.03703152
IGFBP3	0.072055363
POMC	-0.093557879
LENG1	-0.042296732
GDF11	0.045822073
PRPSAP2	0.057251754
OASL	-0.099058574
ATP1B1	-0.068078038
CRMP1	-0.04863974
BCL2L12	-0.036209232
LIPF	-0.052745412
RAB36	0.077253455
TRIM51	0.045531612
WWC1	-0.068134917
RND1	-0.0863067
CNTN3	-0.124559569
DHTKD1	0.041364643
RPL3L	0.084982279
LRRC45	-0.040599246
RAD54B	0.049764145
C8orf17	0.049051383
NFASC	0.058143856
STX10	-0.039354796
CYP3A43	-0.049909564
PCDHB15	0.078368891
HSPG2	0.056159786
DBX1	0.05328929
TTYH2	-0.052886605
ACOT8	-0.032141205
POLM	-0.038303154
PON2	-0.040635689
DCUN1D2	0.047823643
PRR11	0.04200294
NDUFB6	-0.034801823
FFAR2	0.06817137
MAPK8IP1	0.066713145
OR3A3	0.044755322
FXYD1	0.097845297
SFN	0.092166843
CD3EAP	0.042608551
PELI3	-0.041744053
FAM53B	-0.03342781
PRSS2	-0.100462057
AMH	0.104961455
PAPPA	0.095361295
ZNF512	0.033447763
AKAP5	-0.067124771
CDKL2	0.063826765
GJB4	0.017796229
PAX6	0.074285173
IMPDH1	0.03794874
ZNF136	-0.037441003
ARFGAP3	0.041253301
IGFALS	-0.064834404
HS3ST3A1	-0.09615288
SNX15	-0.043990771
RPS12	0.046335678
TARBP2	-0.032039626
ELK1	-0.036185768
PCDHB4	0.06160692
LSM2	-0.034914744
KIFC2	0.06430801
NAV2	-0.062887304
KTI12	-0.032315816
AJAP1	0.089993457
MAL	-0.118459775
PTPN4	0.042773135
SLC25A26	-0.039558578
MS4A3	-0.05023482
C11orf53	-0.050962957
ZCCHC3	0.03470543
DHRS2	-0.109813728
CLDN14	0.096777634
TRIM54	-0.10861656
PAGE1	-0.140207131
GHSR	0.04363172
FZD10	0.076238974
ZNF593	-0.051426343
TBC1D21	-0.057927792
NSF	-0.029113861
KCNQ3	-0.06438794
LSM11	-0.033828928
AHSG	-0.026683306
NUP107	0.0393175
HSPB6	-0.128220339
CDC42BPB	0.035849835
C20orf144	0.05735246
PELI1	-0.037921195
ATRX	0.040420988
RABEP2	-0.028331815
KRTAP19.6	-0.098403242
ERN2	-0.03590321
OTOP3	-0.048343901
VSIG8	0.074784882
ENTPD4	-0.034320442
ANKRD9	-0.046939828
ETFB	-0.041818178
CMTM2	-0.083313006
AMELY	-0.046939028
KRTAP5.3	0.035565419
NUP93	-0.029175203
TXNDC5	0.054585493
ZNF202	-0.03522507
COX17	-0.044459711
HUS1	-0.028784916
NTRK2	0.089493227
PRKACG	-0.044900422
FAT4	0.052230595
XPNPEP2	0.139654848
BLK	0.06157609
CECR7	0.126309501
ZNF44	-0.037387421
ENPP1	-0.076355807
HBBP1	-0.030480041
IL1F10	0.028501958
GPR37L1	-0.040467167
ZNF235	0.040432676
AGBL2	0.061421875
TBX18	0.061795791
KRTAP12.4	-0.034282477
IFIT5	-0.035025804
DHX38	0.025828177
TBR1	-0.099260538
GRIN2B	-0.041522038
DDX54	-0.026819511
SMOX	0.065189563
TOMM7	0.043815745
RPUSD1	-0.029816701
ZC3H7A	0.024371362
TRIM39	0.032154817
TRAF6	-0.023741508
TNRC6A	0.030516741
CST11	-0.045039889
NRF1	0.021915002
NBPF9	-0.042920677
RALGDS	-0.033422418
GALR3	-0.083511628
TOP2B	-0.032339388
LRRC30	0.051538626
FATE1	0.082830245
MDGA1	-0.0771013
BOLA1	-0.053700939
MUC12	-0.045113748
ALKBH2	0.037845776
UTP20	0.028350969
FKBP8	-0.027815643
HIGD2A	-0.034552709
LCE2C	0.029657254
C8orf49	0.039602299
CHRM5	0.048246254
CYP46A1	0.055314852
FAM91A1	0.042876397
ERRFI1	0.051779736
ZNF501	-0.048145244
BCL2L2	0.036990486
PROCA1	-0.049246835
NUP37	-0.034675294
ANAPC10	-0.036367787
EIF4EBP3	0.060145934
WNT8A	0.0381372
WFDC10A	0.043410514
UCN3	-0.052284487
TLX3	-0.07343473
SF3B4	0.035232704
ANGPT2	0.055721919
PMVK	-0.036535169
NARF	0.035099889
IRGC	0.029559138
LAMA5	0.052618598
APOBEC3B	-0.093524274
UBE2D1	-0.031965697
HOXD1	-0.074843725
DTNBP1	0.038163033
TMEM107	-0.055761427
KCNRG	-0.055830636
OR5K3	-0.011906624
EIF2S3	0.032112094
CCL26	-0.118942525
ITGA10	0.096778375
OR6C75	0.046796916
IRF2BP1	-0.037513484
OR1D5	0.032272025
BPHL	-0.036038394
COBL	0.078229361
COPS4	-0.031034904
ALDH6A1	0.047240384
OR51B4	0.059060425
OR5A1	0.040228686
CLIC5	-0.081993146
RAI1	0.056319389
DIRC1	0.050110396
SLC38A3	0.093559926
CGB8	0.077116609
ALG2	-0.025311171
DSC1	0.10297886
TMEM63A	0.037050439
TBL1Y	0.052547142
GEMIN7	-0.028114213
TBPL1	0.03573928
SPINK2	-0.118477112
SRP68	0.022724322
MCRS1	-0.027807097
COL1A1	-0.07297615
PPP2R5E	-0.032197943
SLCO1B3	-0.035750389
OR5H1	0.024275406
GTF2IRD2	0.051264211
IRX3	-0.057958418
RALGPS1	0.04011791
UNC45B	-0.097690186
OR52I2	-0.029484952
NPEPL1	0.04068519
ASB1	-0.029923053
ZHX1	-0.042296584
SRM	0.035322538
GABARAPL1	-0.037730127
TCL6	-0.059597055
OR2W5	-0.028902223
IL22RA2	-0.04768551
THEM4	-0.033573922
FGF9	0.074999285
DNMT3L	0.03901612
PDK2	-0.03745567
RPP14	0.028263962
RBM4B	-0.027327612
TTTY12	-0.007123752
CDH16	-0.025268658
TAC3	-0.215529314
SDAD1	-0.034213942
OR5W2	-0.056340546
MYOM1	-0.0922422
SOX15	-0.051144118
P2RX1	-0.048408999
PCMTD2	0.043974583
CENPB	-0.031356892
ASTN2	-0.041191998
PRG3	-0.031032695
CITED2	0.045914113
TCF15	0.078528224
CRIP1	0.080808711
EHMT2	0.030061575
DNMBP	-0.031792448
ERCC8	0.034360121
KIF22	0.03143587
SV2A	-0.077014999
FANCL	0.039217596
OR2Z1	0.043412261
RCN1	0.039579102
NME1	0.041490334
HS6ST1	0.048531035
PPFIBP1	-0.042829949
IDH2	-0.037065715
OR2T33	-0.033440084
IFNA6	0.017536092
RPL39	-0.036074639
PCP2	0.061286937
RECQL4	-0.047479265
CABIN1	-0.031048436
PHF12	0.031883686
FUT3	-0.047794519
SLC16A4	-0.041559031
NOC4L	0.030780697
MRPL49	0.023621666
SIRPD	-0.031287353
VCX2	-0.091974638
GRM6	-0.077572021
ZNF511	0.033241057
IFNA1	0.027880981
PRKY	0.120938725
ZIM2	0.047079799
SLCO6A1	-0.077623338
KLHL20	0.035663015
LGR5	0.100343204
CPLX4	0.025647379
OR4F17	0.032378219
NPBWR1	0.03671952
ZNF589	-0.034918953
SOX2	0.099070944
PRM1	-0.033992243
SMU1	0.025217007
CDR2L	-0.036672345
SPATA19	-0.041733147
OR4C45	-0.005632198
MARCKS	-0.032368145
ZNF20	0.056467163
ENPP6	0.075703532
SOX18	-0.058644844
PDE6B	-0.049359081
NXPH2	0.116609365
OR7E156P	0.029797949
PSTPIP2	0.061722791
NPB	0.042710072
SF3B3	-0.030547271
SLC22A13	-0.051510358
PCCA	0.035586545
POLR2I	-0.038734054
CROCC	-0.029754969
VPS35	0.024782195
SULT2A1	0.027709869
SIX5	0.037120254
NEFL	0.099341552
LYAR	-0.034771971
STAC	0.087306885
SLC22A3	0.090867878
SYN1	0.067048815
GPR88	-0.077554315
ZSWIM4	-0.035316092
EPHA4	-0.076172895
NECAP1	0.027240044
DOCK4	-0.036271463
DEFB119	0.038490224
MED18	0.028526327
ZNF157	-0.055901976
TMOD3	-0.026133935
ZNF578	-0.052586037
DCHS2	-0.048218539
TERF2IP	-0.028597986
COQ6	-0.028488266
GBF1	0.024051545
CA10	-0.051805374
PIM3	-0.038623455
CTPS2	-0.029507297
DMRTC1	0.007073687
AQP7	-0.049269627
TAF6	-0.025083803
RAET1L	0.070016698
ASPA	-0.092958022
HECW2	0.04438909
EPB41L2	0.036342708
MMRN2	-0.049414877
SLC28A2	-0.036357495
EMID1	0.079194116
P2RY11	-0.04320705
DTX3L	0.033775077
PDLIM1	0.048070346
PCDHGA11	-0.091778218
OR2G2	-0.031793345
SPACA4	0.057459398
OSBPL3	-0.035166391
SLC44A1	-0.032534504
ZNF256	0.034299501
OR10A7	-0.031501275
STK32A	-0.085477054
ZNF547	0.037171302
ARSG	0.033004997
OR8H1	-0.02165243
TTL	0.031086826
PKIA	0.088906794
ST7	0.026456624
UQCRFS1	0.055234449
ADCY2	-0.081271795
SYNGR2	-0.044442971
PHC1	-0.038681018
NCR2	0.027142021
TM9SF1	-0.029577462
CASQ1	0.103149678
CLK3	0.026358014
CHFR	-0.029310868
FUT6	0.025824341
CLPP	-0.031933521
SSTR2	0.066826123
KCNH5	-0.045243801
KHDRBS2	-0.099489484
PGM1	-0.050786838
LCE2A	-0.071253022
MYL1	-0.164300388
SARM1	0.050111992
STIM2	-0.031207103
TDGF1	0.039557713
CMTM5	0.070703787
